"","Borough","Lon","Lat","Globvalue","time"
"311151","Brooklyn",-73.8908,40.5806,0.02,2016-07-18 21:00:00
"31120",NA,-74.2942,40.8079,0.06,2016-07-18 21:00:00
"31121",NA,-74.2511,40.7885,0.09,2016-07-18 21:00:00
"31122",NA,-74.2081,40.7691,0.27,2016-07-18 21:00:00
"31123",NA,-74.1651,40.7496,0.19,2016-07-18 21:00:00
"31124",NA,-74.1221,40.7302,0.25,2016-07-18 21:00:00
"31125",NA,-74.0791,40.7107,0.27,2016-07-18 21:00:00
"31126",NA,-74.0362,40.6912,0.2,2016-07-18 21:00:00
"31127","Brooklyn",-73.9934,40.6717,0.11,2016-07-18 21:00:00
"31128","Brooklyn",-73.9506,40.6521,0.09,2016-07-18 21:00:00
"31129","Brooklyn",-73.9078,40.6326,0.06,2016-07-18 21:00:00
"31130","Brooklyn",-73.865,40.613,0.02,2016-07-18 21:00:00
"31134",NA,-74.2686,40.8405,0.05,2016-07-18 21:00:00
"31135",NA,-74.2255,40.8211,0.12,2016-07-18 21:00:00
"31136",NA,-74.1824,40.8017,0.09,2016-07-18 21:00:00
"31137",NA,-74.1394,40.7822,0.21,2016-07-18 21:00:00
"31138",NA,-74.0964,40.7627,0.2,2016-07-18 21:00:00
"31139",NA,-74.0534,40.7432,0.11,2016-07-18 21:00:00
"31140","Manhattan",-74.0105,40.7237,0.11,2016-07-18 21:00:00
"31141","Brooklyn",-73.9676,40.7042,0.08,2016-07-18 21:00:00
"31142","Brooklyn",-73.9248,40.6846,0.04,2016-07-18 21:00:00
"31143","Brooklyn",-73.882,40.665,0.04,2016-07-18 21:00:00
"31144","Queens",-73.8392,40.6454,0.02,2016-07-18 21:00:00
"31147",NA,-74.2861,40.8925,0.01,2016-07-18 21:00:00
"31148",NA,-74.2429,40.8731,0.02,2016-07-18 21:00:00
"31149",NA,-74.1998,40.8537,0.18,2016-07-18 21:00:00
"31150",NA,-74.1567,40.8342,0.13,2016-07-18 21:00:00
"31151",NA,-74.1136,40.8148,0.07,2016-07-18 21:00:00
"31152",NA,-74.0706,40.7953,0.14,2016-07-18 21:00:00
"31153",NA,-74.0277,40.7758,0.19,2016-07-18 21:00:00
"31154","Manhattan",-73.9847,40.7562,0.13,2016-07-18 21:00:00
"31155","Queens",-73.9418,40.7367,0.08,2016-07-18 21:00:00
"31156","Queens",-73.8989,40.7171,0.04,2016-07-18 21:00:00
"31157","Queens",-73.8561,40.6975,0.01,2016-07-18 21:00:00
"31158","Queens",-73.8133,40.6779,0.01,2016-07-18 21:00:00
"31167",NA,-74.2604,40.9252,0.02,2016-07-18 21:00:00
"31168",NA,-74.1741,40.8863,0.16,2016-07-18 21:00:00
"31169",NA,-74.131,40.8668,0.24,2016-07-18 21:00:00
"31170",NA,-74.0879,40.8473,0.18,2016-07-18 21:00:00
"31171",NA,-74.0448,40.8278,0.11,2016-07-18 21:00:00
"31172",NA,-74.0018,40.8083,0.1,2016-07-18 21:00:00
"31173","Queens",-73.916,40.7692,0.04,2016-07-18 21:00:00
"31174","Queens",-73.8731,40.7496,0.05,2016-07-18 21:00:00
"31175","Queens",-73.8302,40.7299,0.03,2016-07-18 21:00:00
"31176","Queens",-73.7874,40.7103,0.01,2016-07-18 21:00:00
"31192",NA,-74.1915,40.9384,0.01,2016-07-18 21:00:00
"31193",NA,-74.1483,40.9189,0.09,2016-07-18 21:00:00
"31194",NA,-74.1052,40.8994,0.31,2016-07-18 21:00:00
"31195",NA,-74.0621,40.8799,0.33,2016-07-18 21:00:00
"31196",NA,-74.019,40.8604,0.22,2016-07-18 21:00:00
"31197",NA,-73.976,40.8408,0.06,2016-07-18 21:00:00
"31198","Manhattan",-73.933,40.8213,0.07,2016-07-18 21:00:00
"31199","Queens",-73.8472,40.782,0.02,2016-07-18 21:00:00
"31200","Queens",-73.7615,40.7427,0.01,2016-07-18 21:00:00
"31218",NA,-74.0794,40.932,0.19,2016-07-18 21:00:00
"31219",NA,-74.0362,40.9125,0.25,2016-07-18 21:00:00
"31220",NA,-73.9932,40.8929,0.22,2016-07-18 21:00:00
"31221",NA,-73.9501,40.8734,0.06,2016-07-18 21:00:00
"31222","Bronx",-73.9071,40.8538,0.04,2016-07-18 21:00:00
"312231","Bronx",-73.8642,40.8341,0.04,2016-07-18 21:00:00
"312241","Bronx",-73.8212,40.8145,0.03,2016-07-18 21:00:00
"31243",NA,-74.0104,40.9451,0.31,2016-07-18 21:00:00
"31244",NA,-73.9673,40.9255,0.3,2016-07-18 21:00:00
"31245",NA,-73.9242,40.9059,0.11,2016-07-18 21:00:00
"31246","Bronx",-73.8812,40.8863,0.08,2016-07-18 21:00:00
"31247","Bronx",-73.8382,40.8666,0.02,2016-07-18 21:00:00
"31248","Bronx",-73.7953,40.847,0.01,2016-07-18 21:00:00
"31273",NA,-73.8982,40.9384,0.16,2016-07-18 21:00:00
"31274",NA,-73.8552,40.9188,0.13,2016-07-18 21:00:00
"31275",NA,-73.8122,40.8991,0.1,2016-07-18 21:00:00
"31276",NA,-73.7692,40.8794,0.03,2016-07-18 21:00:00
"31308",NA,-73.7862,40.9316,0.15,2016-07-18 21:00:00
"31446",NA,-74.2836,40.4504,0.02,2016-07-18 22:00:00
"31461",NA,-74.2582,40.483,0.02,2016-07-18 22:00:00
"31462",NA,-74.2154,40.4636,0.02,2016-07-18 22:00:00
"31470","Staten Island",-74.2327,40.5155,0.01,2016-07-18 22:00:00
"31471","Staten Island",-74.1899,40.4961,0.02,2016-07-18 22:00:00
"31472",NA,-74.1472,40.4767,0.03,2016-07-18 22:00:00
"31473",NA,-74.1045,40.4573,0.07,2016-07-18 22:00:00
"31482",NA,-74.2929,40.5868,0.01,2016-07-18 22:00:00
"31483",NA,-74.25,40.5674,0.02,2016-07-18 22:00:00
"31484","Staten Island",-74.2072,40.548,0.02,2016-07-18 22:00:00
"31485","Staten Island",-74.1644,40.5286,0.02,2016-07-18 22:00:00
"31486","Staten Island",-74.1216,40.5092,0.04,2016-07-18 22:00:00
"31487",NA,-74.0789,40.4898,0.15,2016-07-18 22:00:00
"31488",NA,-74.0362,40.4703,0.2,2016-07-18 22:00:00
"31489",NA,-73.9936,40.4508,0.18,2016-07-18 22:00:00
"31497",NA,-74.2674,40.6193,0.02,2016-07-18 22:00:00
"31498",NA,-74.2245,40.6,0.02,2016-07-18 22:00:00
"31499","Staten Island",-74.1817,40.5806,0.03,2016-07-18 22:00:00
"31500","Staten Island",-74.1388,40.5611,0.02,2016-07-18 22:00:00
"31501","Staten Island",-74.0961,40.5417,0.03,2016-07-18 22:00:00
"31502",NA,-74.0533,40.5222,0.14,2016-07-18 22:00:00
"31503",NA,-74.0106,40.5028,0.22,2016-07-18 22:00:00
"31504",NA,-73.968,40.4833,0.27,2016-07-18 22:00:00
"31505",NA,-73.9253,40.4637,0.14,2016-07-18 22:00:00
"31509",NA,-74.2848,40.6713,0.02,2016-07-18 22:00:00
"31510",NA,-74.2419,40.6519,0.03,2016-07-18 22:00:00
"31511","Staten Island",-74.199,40.6325,0.05,2016-07-18 22:00:00
"31512","Staten Island",-74.1561,40.6131,0.05,2016-07-18 22:00:00
"31513","Staten Island",-74.1133,40.5937,0.03,2016-07-18 22:00:00
"31514","Staten Island",-74.0705,40.5742,0.03,2016-07-18 22:00:00
"31515","Queens",-74.0277,40.5547,0.13,2016-07-18 22:00:00
"31516",NA,-73.985,40.5352,0.22,2016-07-18 22:00:00
"31517",NA,-73.9423,40.5157,0.29,2016-07-18 22:00:00
"31518",NA,-73.8996,40.4962,0.3,2016-07-18 22:00:00
"31519",NA,-73.857,40.4766,0.19,2016-07-18 22:00:00
"31523",NA,-74.2593,40.7039,0.02,2016-07-18 22:00:00
"31524",NA,-74.2163,40.6845,0.02,2016-07-18 22:00:00
"31525",NA,-74.1734,40.6651,0.05,2016-07-18 22:00:00
"31526",NA,-74.1305,40.6456,0.09,2016-07-18 22:00:00
"31527","Staten Island",-74.0876,40.6262,0.07,2016-07-18 22:00:00
"31528","Staten Island",-74.0448,40.6067,0.04,2016-07-18 22:00:00
"31529","Brooklyn",-74.002,40.5872,0.05,2016-07-18 22:00:00
"31530","Brooklyn",-73.9593,40.5677,0.19,2016-07-18 22:00:00
"31531","Queens",-73.9166,40.5481,0.23,2016-07-18 22:00:00
"31532",NA,-73.8739,40.5286,0.35,2016-07-18 22:00:00
"31533",NA,-73.8313,40.509,0.32,2016-07-18 22:00:00
"31534",NA,-73.7887,40.4894,0.24,2016-07-18 22:00:00
"31539",NA,-74.2767,40.7559,0.03,2016-07-18 22:00:00
"31540",NA,-74.2337,40.7365,0.03,2016-07-18 22:00:00
"31541",NA,-74.1907,40.7171,0.02,2016-07-18 22:00:00
"31542",NA,-74.1477,40.6976,0.04,2016-07-18 22:00:00
"31543",NA,-74.1048,40.6782,0.07,2016-07-18 22:00:00
"31544",NA,-74.062,40.6587,0.13,2016-07-18 22:00:00
"31545","Brooklyn",-74.0191,40.6392,0.11,2016-07-18 22:00:00
"31546","Brooklyn",-73.9763,40.6197,0.11,2016-07-18 22:00:00
"31547","Brooklyn",-73.9335,40.6001,0.13,2016-07-18 22:00:00
"31548","Brooklyn",-73.8908,40.5806,0.18,2016-07-18 22:00:00
"31549",NA,-73.8481,40.561,0.22,2016-07-18 22:00:00
"31550",NA,-73.8055,40.5414,0.27,2016-07-18 22:00:00
"31551",NA,-73.7629,40.5218,0.22,2016-07-18 22:00:00
"315651",NA,-74.2942,40.8079,0.03,2016-07-18 22:00:00
"315661",NA,-74.2511,40.7885,0.04,2016-07-18 22:00:00
"315671",NA,-74.2081,40.7691,0.03,2016-07-18 22:00:00
"315681",NA,-74.1651,40.7496,0.03,2016-07-18 22:00:00
"31569",NA,-74.1221,40.7302,0.03,2016-07-18 22:00:00
"31570",NA,-74.0791,40.7107,0.04,2016-07-18 22:00:00
"31571",NA,-74.0362,40.6912,0.14,2016-07-18 22:00:00
"31572","Brooklyn",-73.9934,40.6717,0.19,2016-07-18 22:00:00
"31573","Brooklyn",-73.9506,40.6521,0.21,2016-07-18 22:00:00
"31574","Brooklyn",-73.9078,40.6326,0.18,2016-07-18 22:00:00
"31575","Brooklyn",-73.865,40.613,0.21,2016-07-18 22:00:00
"31576","Queens",-73.8223,40.5934,0.26,2016-07-18 22:00:00
"31577",NA,-73.7797,40.5738,0.26,2016-07-18 22:00:00
"31595",NA,-74.2686,40.8405,0.02,2016-07-18 22:00:00
"31596",NA,-74.2255,40.8211,0.03,2016-07-18 22:00:00
"31597",NA,-74.1824,40.8017,0.04,2016-07-18 22:00:00
"31598",NA,-74.1394,40.7822,0.05,2016-07-18 22:00:00
"31599",NA,-74.0964,40.7627,0.05,2016-07-18 22:00:00
"31600",NA,-74.0534,40.7432,0.08,2016-07-18 22:00:00
"31601","Manhattan",-74.0105,40.7237,0.11,2016-07-18 22:00:00
"31602","Brooklyn",-73.9676,40.7042,0.19,2016-07-18 22:00:00
"31603","Brooklyn",-73.9248,40.6846,0.2,2016-07-18 22:00:00
"31604","Brooklyn",-73.882,40.665,0.23,2016-07-18 22:00:00
"31605","Queens",-73.8392,40.6454,0.23,2016-07-18 22:00:00
"31606","Queens",-73.7965,40.6258,0.25,2016-07-18 22:00:00
"31607","Queens",-73.7538,40.6062,0.33,2016-07-18 22:00:00
"31626",NA,-74.2429,40.8731,0.01,2016-07-18 22:00:00
"31627",NA,-74.1998,40.8537,0.02,2016-07-18 22:00:00
"31628",NA,-74.1567,40.8342,0.03,2016-07-18 22:00:00
"31629",NA,-74.1136,40.8148,0.04,2016-07-18 22:00:00
"31630",NA,-74.0706,40.7953,0.06,2016-07-18 22:00:00
"31631",NA,-74.0277,40.7758,0.06,2016-07-18 22:00:00
"31632","Manhattan",-73.9847,40.7562,0.15,2016-07-18 22:00:00
"31633","Queens",-73.9418,40.7367,0.13,2016-07-18 22:00:00
"31634","Queens",-73.8989,40.7171,0.14,2016-07-18 22:00:00
"31635","Queens",-73.8561,40.6975,0.14,2016-07-18 22:00:00
"31636","Queens",-73.8133,40.6779,0.21,2016-07-18 22:00:00
"31637","Queens",-73.7706,40.6582,0.17,2016-07-18 22:00:00
"31659",NA,-74.131,40.8668,0.01,2016-07-18 22:00:00
"31660",NA,-74.0879,40.8473,0.03,2016-07-18 22:00:00
"31661",NA,-74.0448,40.8278,0.04,2016-07-18 22:00:00
"31662",NA,-74.0018,40.8083,0.13,2016-07-18 22:00:00
"31663","Manhattan",-73.9589,40.7887,0.35,2016-07-18 22:00:00
"31664","Queens",-73.916,40.7692,0.14,2016-07-18 22:00:00
"31665","Queens",-73.8731,40.7496,0.18,2016-07-18 22:00:00
"31666","Queens",-73.8302,40.7299,0.17,2016-07-18 22:00:00
"31667","Queens",-73.7874,40.7103,0.12,2016-07-18 22:00:00
"31687",NA,-74.0621,40.8799,0.01,2016-07-18 22:00:00
"31688",NA,-74.019,40.8604,0.02,2016-07-18 22:00:00
"31689",NA,-73.976,40.8408,0.08,2016-07-18 22:00:00
"31690","Manhattan",-73.933,40.8213,0.11,2016-07-18 22:00:00
"31691","Bronx",-73.8901,40.8017,0.12,2016-07-18 22:00:00
"31692","Queens",-73.8472,40.782,0.14,2016-07-18 22:00:00
"31693","Queens",-73.8043,40.7624,0.17,2016-07-18 22:00:00
"31694","Queens",-73.7615,40.7427,0.23,2016-07-18 22:00:00
"31719",NA,-73.9501,40.8734,0.04,2016-07-18 22:00:00
"31720","Bronx",-73.9071,40.8538,0.06,2016-07-18 22:00:00
"31721","Bronx",-73.8642,40.8341,0.12,2016-07-18 22:00:00
"31722","Bronx",-73.8212,40.8145,0.17,2016-07-18 22:00:00
"31723","Queens",-73.7783,40.7948,0.22,2016-07-18 22:00:00
"31750",NA,-73.9242,40.9059,0.02,2016-07-18 22:00:00
"31751","Bronx",-73.8812,40.8863,0.02,2016-07-18 22:00:00
"31752","Bronx",-73.8382,40.8666,0.04,2016-07-18 22:00:00
"31753","Bronx",-73.7953,40.847,0.1,2016-07-18 22:00:00
"31754",NA,-73.7523,40.8273,0.12,2016-07-18 22:00:00
"31782",NA,-73.8982,40.9384,0.01,2016-07-18 22:00:00
"31783",NA,-73.8552,40.9188,0.01,2016-07-18 22:00:00
"31784",NA,-73.8122,40.8991,0.01,2016-07-18 22:00:00
"31785",NA,-73.7692,40.8794,0.02,2016-07-18 22:00:00
"31820",NA,-73.7862,40.9316,0.03,2016-07-18 22:00:00
"296751",NA,-74.2848,40.6713,0.01,2016-07-18 23:00:00
"29765","Queens",-73.7706,40.6582,0.01,2016-07-18 23:00:00
"17020",NA,-74.1045,40.4573,0.02,2016-07-19 07:00:00
"17021",NA,-74.0362,40.4703,0.01,2016-07-19 07:00:00
"3993","Brooklyn",-73.9248,40.6846,0.01,2016-07-21 08:00:00
"4046","Manhattan",-73.9847,40.7562,0.01,2016-07-21 08:00:00
"5578","Manhattan",-73.9847,40.7562,0.01,2016-07-21 13:00:00
"19516",NA,-74.0362,40.6912,0.02,2016-07-25 03:00:00
"19527","Manhattan",-74.0105,40.7237,0.06,2016-07-25 03:00:00
"19528","Brooklyn",-73.9676,40.7042,0.01,2016-07-25 03:00:00
"19538","Manhattan",-73.9847,40.7562,0.06,2016-07-25 03:00:00
"157431","Brooklyn",-73.8908,40.5806,0.03,2016-07-25 04:00:00
"15764",NA,-74.0362,40.6912,0.01,2016-07-25 04:00:00
"15765","Brooklyn",-73.9934,40.6717,0.02,2016-07-25 04:00:00
"15766","Brooklyn",-73.9506,40.6521,0.02,2016-07-25 04:00:00
"15767","Brooklyn",-73.9078,40.6326,0.03,2016-07-25 04:00:00
"15768","Brooklyn",-73.865,40.613,0.02,2016-07-25 04:00:00
"15791","Manhattan",-74.0105,40.7237,0.03,2016-07-25 04:00:00
"15792","Brooklyn",-73.9676,40.7042,0.03,2016-07-25 04:00:00
"15793","Brooklyn",-73.9248,40.6846,0.02,2016-07-25 04:00:00
"15794","Brooklyn",-73.882,40.665,0.03,2016-07-25 04:00:00
"158161","Manhattan",-73.9847,40.7562,0.05,2016-07-25 04:00:00
"15067","Brooklyn",-73.8908,40.5806,0.04,2016-07-25 05:00:00
"15076",NA,-74.0362,40.6912,0.03,2016-07-25 05:00:00
"15077","Brooklyn",-73.9078,40.6326,0.01,2016-07-25 05:00:00
"15078","Queens",-73.8223,40.5934,0.03,2016-07-25 05:00:00
"15079",NA,-73.7797,40.5738,0.07,2016-07-25 05:00:00
"15084","Manhattan",-74.0105,40.7237,0.04,2016-07-25 05:00:00
"15085","Brooklyn",-73.9676,40.7042,0.03,2016-07-25 05:00:00
"15086","Brooklyn",-73.9248,40.6846,0.02,2016-07-25 05:00:00
"15087","Brooklyn",-73.882,40.665,0.02,2016-07-25 05:00:00
"15096","Manhattan",-73.9847,40.7562,0.03,2016-07-25 05:00:00
"16440","Brooklyn",-73.8908,40.5806,0.02,2016-07-25 06:00:00
"16441",NA,-73.8481,40.561,0.02,2016-07-25 06:00:00
"16449",NA,-74.0362,40.6912,0.05,2016-07-25 06:00:00
"16450","Brooklyn",-73.9934,40.6717,0.03,2016-07-25 06:00:00
"16451","Brooklyn",-73.9506,40.6521,0.01,2016-07-25 06:00:00
"16452","Queens",-73.8223,40.5934,0.03,2016-07-25 06:00:00
"16453",NA,-73.7797,40.5738,0.03,2016-07-25 06:00:00
"16461","Manhattan",-74.0105,40.7237,0.08,2016-07-25 06:00:00
"16462","Brooklyn",-73.9676,40.7042,0.05,2016-07-25 06:00:00
"16463","Brooklyn",-73.9248,40.6846,0.01,2016-07-25 06:00:00
"16464","Brooklyn",-73.882,40.665,0.01,2016-07-25 06:00:00
"16470","Manhattan",-73.9847,40.7562,0.08,2016-07-25 06:00:00
"16890","Brooklyn",-73.8908,40.5806,0.03,2016-07-25 07:00:00
"16891",NA,-73.8481,40.561,0.05,2016-07-25 07:00:00
"16899",NA,-74.0362,40.6912,0.04,2016-07-25 07:00:00
"16900","Brooklyn",-73.9934,40.6717,0.05,2016-07-25 07:00:00
"16901","Brooklyn",-73.9506,40.6521,0.03,2016-07-25 07:00:00
"16902","Queens",-73.8223,40.5934,0.02,2016-07-25 07:00:00
"16903",NA,-73.7797,40.5738,0.02,2016-07-25 07:00:00
"16911","Manhattan",-74.0105,40.7237,0.07,2016-07-25 07:00:00
"16912","Brooklyn",-73.9676,40.7042,0.06,2016-07-25 07:00:00
"16913","Brooklyn",-73.9248,40.6846,0.02,2016-07-25 07:00:00
"16914","Brooklyn",-73.882,40.665,0.01,2016-07-25 07:00:00
"16918","Manhattan",-73.9847,40.7562,0.06,2016-07-25 07:00:00
"16850","Brooklyn",-73.8908,40.5806,0.02,2016-07-25 08:00:00
"16851",NA,-73.8481,40.561,0.06,2016-07-25 08:00:00
"16852",NA,-74.0362,40.6912,0.1,2016-07-25 08:00:00
"16853","Brooklyn",-73.9934,40.6717,0.08,2016-07-25 08:00:00
"16854","Brooklyn",-73.9506,40.6521,0.02,2016-07-25 08:00:00
"16855","Brooklyn",-73.9078,40.6326,0.01,2016-07-25 08:00:00
"16856","Brooklyn",-73.865,40.613,0.01,2016-07-25 08:00:00
"16857","Queens",-73.8223,40.5934,0.05,2016-07-25 08:00:00
"16858",NA,-73.7797,40.5738,0.05,2016-07-25 08:00:00
"16859","Manhattan",-74.0105,40.7237,0.06,2016-07-25 08:00:00
"16860","Brooklyn",-73.9676,40.7042,0.18,2016-07-25 08:00:00
"16861","Brooklyn",-73.9248,40.6846,0.03,2016-07-25 08:00:00
"16862","Brooklyn",-73.882,40.665,0.02,2016-07-25 08:00:00
"16864","Manhattan",-73.9847,40.7562,0.14,2016-07-25 08:00:00
"16843",NA,-74.2755,40.5349,0.01,2016-07-25 09:00:00
"16846","Staten Island",-74.1644,40.5286,0.01,2016-07-25 09:00:00
"16848","Staten Island",-74.1388,40.5611,0.01,2016-07-25 09:00:00
"16849","Staten Island",-74.0961,40.5417,0.02,2016-07-25 09:00:00
"168501",NA,-74.0533,40.5222,0.02,2016-07-25 09:00:00
"168511",NA,-74.0106,40.5028,0.02,2016-07-25 09:00:00
"168521",NA,-73.968,40.4833,0.01,2016-07-25 09:00:00
"168541",NA,-74.2848,40.6713,0.03,2016-07-25 09:00:00
"168551",NA,-74.2419,40.6519,0.03,2016-07-25 09:00:00
"168561","Staten Island",-74.0705,40.5742,0.01,2016-07-25 09:00:00
"168571",NA,-73.985,40.5352,0.02,2016-07-25 09:00:00
"168581",NA,-74.2593,40.7039,0.02,2016-07-25 09:00:00
"168591",NA,-74.2163,40.6845,0.02,2016-07-25 09:00:00
"168601","Brooklyn",-73.9335,40.6001,0.14,2016-07-25 09:00:00
"168611","Brooklyn",-73.8908,40.5806,0.11,2016-07-25 09:00:00
"168621",NA,-73.8481,40.561,0.09,2016-07-25 09:00:00
"16863",NA,-73.8055,40.5414,0.02,2016-07-25 09:00:00
"168641",NA,-73.7629,40.5218,0.02,2016-07-25 09:00:00
"16867",NA,-74.0362,40.6912,0.08,2016-07-25 09:00:00
"16868","Brooklyn",-73.9934,40.6717,0.07,2016-07-25 09:00:00
"16869","Brooklyn",-73.9506,40.6521,0.04,2016-07-25 09:00:00
"16870","Brooklyn",-73.9078,40.6326,0.06,2016-07-25 09:00:00
"16871","Brooklyn",-73.865,40.613,0.1,2016-07-25 09:00:00
"16872","Queens",-73.8223,40.5934,0.13,2016-07-25 09:00:00
"16873",NA,-73.7797,40.5738,0.06,2016-07-25 09:00:00
"16874",NA,-74.0534,40.7432,0.01,2016-07-25 09:00:00
"16875","Manhattan",-74.0105,40.7237,0.22,2016-07-25 09:00:00
"16876","Brooklyn",-73.9676,40.7042,0.11,2016-07-25 09:00:00
"16877","Brooklyn",-73.9248,40.6846,0.06,2016-07-25 09:00:00
"16878","Brooklyn",-73.882,40.665,0.05,2016-07-25 09:00:00
"16879","Queens",-73.8392,40.6454,0.01,2016-07-25 09:00:00
"16880","Queens",-73.7965,40.6258,0.07,2016-07-25 09:00:00
"16881","Queens",-73.7538,40.6062,0.03,2016-07-25 09:00:00
"16883","Manhattan",-73.9847,40.7562,0.15,2016-07-25 09:00:00
"16884","Queens",-73.9418,40.7367,0.04,2016-07-25 09:00:00
"16886","Queens",-73.8561,40.6975,0.02,2016-07-25 09:00:00
"16892",NA,-74.0018,40.8083,0.02,2016-07-25 09:00:00
"16893","Queens",-73.916,40.7692,0.02,2016-07-25 09:00:00
"16894","Queens",-73.8731,40.7496,0.03,2016-07-25 09:00:00
"16895","Queens",-73.8302,40.7299,0.02,2016-07-25 09:00:00
"16896","Queens",-73.7874,40.7103,0.04,2016-07-25 09:00:00
"169011",NA,-73.976,40.8408,0.1,2016-07-25 09:00:00
"169021","Manhattan",-73.933,40.8213,0.03,2016-07-25 09:00:00
"169031","Bronx",-73.8901,40.8017,0.02,2016-07-25 09:00:00
"16904","Queens",-73.8472,40.782,0.02,2016-07-25 09:00:00
"16905","Queens",-73.8043,40.7624,0.02,2016-07-25 09:00:00
"16906","Queens",-73.7615,40.7427,0.01,2016-07-25 09:00:00
"16910",NA,-74.0794,40.932,0.01,2016-07-25 09:00:00
"169111",NA,-73.9501,40.8734,0.05,2016-07-25 09:00:00
"169121","Bronx",-73.9071,40.8538,0.06,2016-07-25 09:00:00
"169131","Bronx",-73.8642,40.8341,0.03,2016-07-25 09:00:00
"16920","Bronx",-73.8812,40.8863,0.01,2016-07-25 09:00:00
"15518","Brooklyn",-73.8908,40.5806,0.03,2016-07-25 10:00:00
"15519",NA,-73.8481,40.561,0.03,2016-07-25 10:00:00
"15520",NA,-73.8055,40.5414,0.02,2016-07-25 10:00:00
"15521",NA,-73.7629,40.5218,0.02,2016-07-25 10:00:00
"15525",NA,-74.0362,40.6912,0.04,2016-07-25 10:00:00
"15526","Brooklyn",-73.9934,40.6717,0.04,2016-07-25 10:00:00
"15527","Brooklyn",-73.9506,40.6521,0.02,2016-07-25 10:00:00
"15528","Brooklyn",-73.9078,40.6326,0.04,2016-07-25 10:00:00
"15529","Brooklyn",-73.865,40.613,0.02,2016-07-25 10:00:00
"15530","Queens",-73.8223,40.5934,0.04,2016-07-25 10:00:00
"15531",NA,-73.7797,40.5738,0.06,2016-07-25 10:00:00
"15537",NA,-74.0534,40.7432,0.02,2016-07-25 10:00:00
"15538","Manhattan",-74.0105,40.7237,0.09,2016-07-25 10:00:00
"15539","Brooklyn",-73.9676,40.7042,0.09,2016-07-25 10:00:00
"15540","Brooklyn",-73.9248,40.6846,0.03,2016-07-25 10:00:00
"15541","Brooklyn",-73.882,40.665,0.04,2016-07-25 10:00:00
"15543","Queens",-73.7965,40.6258,0.01,2016-07-25 10:00:00
"15544","Queens",-73.7538,40.6062,0.01,2016-07-25 10:00:00
"15550",NA,-74.1136,40.8148,0.02,2016-07-25 10:00:00
"15551",NA,-74.0706,40.7953,0.01,2016-07-25 10:00:00
"15552","Manhattan",-73.9847,40.7562,0.09,2016-07-25 10:00:00
"15553","Queens",-73.9418,40.7367,0.01,2016-07-25 10:00:00
"155541","Queens",-73.8989,40.7171,0.02,2016-07-25 10:00:00
"155551","Queens",-73.8561,40.6975,0.02,2016-07-25 10:00:00
"15556","Queens",-73.8133,40.6779,0.01,2016-07-25 10:00:00
"15557","Queens",-73.7706,40.6582,0.02,2016-07-25 10:00:00
"15563",NA,-74.0879,40.8473,0.01,2016-07-25 10:00:00
"15567","Queens",-73.7874,40.7103,0.01,2016-07-25 10:00:00
"13445",NA,-74.2836,40.4504,0.08,2016-07-25 11:00:00
"13466",NA,-74.2582,40.483,0.04,2016-07-25 11:00:00
"13467",NA,-74.2154,40.4636,0.07,2016-07-25 11:00:00
"13481","Staten Island",-74.2327,40.5155,0.01,2016-07-25 11:00:00
"13482","Staten Island",-74.1899,40.4961,0.03,2016-07-25 11:00:00
"13483",NA,-74.1472,40.4767,0.02,2016-07-25 11:00:00
"13484",NA,-74.1045,40.4573,0.02,2016-07-25 11:00:00
"13503",NA,-73.968,40.4833,0.02,2016-07-25 11:00:00
"13509",NA,-73.9423,40.5157,0.05,2016-07-25 11:00:00
"13510",NA,-73.8996,40.4962,0.04,2016-07-25 11:00:00
"13519",NA,-73.8739,40.5286,0.05,2016-07-25 11:00:00
"13520",NA,-73.8313,40.509,0.03,2016-07-25 11:00:00
"13529",NA,-73.8055,40.5414,0.02,2016-07-25 11:00:00
"13539",NA,-74.2942,40.8079,0.02,2016-07-25 11:00:00
"13553",NA,-74.2686,40.8405,0.06,2016-07-25 11:00:00
"13554",NA,-74.2255,40.8211,0.03,2016-07-25 11:00:00
"13568",NA,-74.2861,40.8925,0.02,2016-07-25 11:00:00
"13569",NA,-74.2429,40.8731,0.11,2016-07-25 11:00:00
"13570",NA,-74.1998,40.8537,0.07,2016-07-25 11:00:00
"13583",NA,-74.2604,40.9252,0.02,2016-07-25 11:00:00
"13649",NA,-74.0104,40.9451,0.02,2016-07-25 11:00:00
"13650",NA,-73.9673,40.9255,0.02,2016-07-25 11:00:00
"13682",NA,-73.8982,40.9384,0.01,2016-07-25 11:00:00
"12005",NA,-74.2836,40.4504,0.02,2016-07-25 12:00:00
"12016",NA,-74.2154,40.4636,0.02,2016-07-25 12:00:00
"12026","Staten Island",-74.1899,40.4961,0.02,2016-07-25 12:00:00
"12027",NA,-74.1472,40.4767,0.03,2016-07-25 12:00:00
"12028",NA,-74.1045,40.4573,0.03,2016-07-25 12:00:00
"120361","Staten Island",-74.1644,40.5286,0.01,2016-07-25 12:00:00
"120371","Staten Island",-74.1216,40.5092,0.02,2016-07-25 12:00:00
"12038",NA,-74.0789,40.4898,0.02,2016-07-25 12:00:00
"12039",NA,-74.0362,40.4703,0.02,2016-07-25 12:00:00
"12040",NA,-73.9936,40.4508,0.02,2016-07-25 12:00:00
"12047","Staten Island",-74.0961,40.5417,0.01,2016-07-25 12:00:00
